genome	contig	hit_locus	hit_family	start	end	strand	nearby_markers
GCA_046732115.1	JBKPMK010000010.1	JBKPMK010000010.1_3	ArchPhaZ_patatin	3592	5025	-	
GCA_046732115.1	JBKPMK010000063.1	JBKPMK010000063.1_3	ArchPhaZ_patatin	2801	4210	+	
GCA_046732115.1	JBKPMK010000085.1	JBKPMK010000085.1_5	ArchPhaZ_patatin	2736	3929	-	
GCA_046732115.1	JBKPMK010000137.1	JBKPMK010000137.1_1	ArchPhaZ_patatin	379	1572	-	
GCA_046732115.1	JBKPMK010000147.1	JBKPMK010000147.1_2	ArchPhaZ_patatin	527	1807	+	
GCA_046732115.1	JBKPMK010000239.1	JBKPMK010000239.1_2	ArchPhaZ_patatin	1569	2537	+	
GCA_046732115.1	JBKPMK010000464.1	JBKPMK010000464.1_11	ArchPhaZ_patatin	9834	10532	-	BdhA
GCA_046732455.1	JBKPNF010000142.1	JBKPNF010000142.1_1	ArchPhaZ_patatin	2	796	-	
GCA_046732455.1	JBKPNF010000157.1	JBKPNF010000157.1_2	ArchPhaZ_patatin	1040	2266	+	
GCA_046733815.1	JBKPPX010000060.1	JBKPPX010000060.1_6	ArchPhaZ_patatin	3604	4851	-	BdhA
GCA_046733815.1	JBKPPX010000310.1	JBKPPX010000310.1_4	ArchPhaZ_patatin	3030	4238	-	
GCA_046733815.1	JBKPPX010000351.1	JBKPPX010000351.1_5	ArchPhaZ_patatin	4732	5625	+	
GCA_046733815.1	JBKPPX010000352.1	JBKPPX010000352.1_2	ArchPhaZ_patatin	1113	2591	+	
GCA_046733815.1	JBKPPX010000394.1	JBKPPX010000394.1_1	ArchPhaZ_patatin	229	1725	+	
GCA_047617405.1	JBLGCN010000196.1	JBLGCN010000196.1_4	ArchPhaZ_patatin	1809	2831	-	BdhA
GCA_049199595.1	JBMCYV010000029.1	JBMCYV010000029.1_8	ArchPhaZ_patatin	7345	8430	-	
GCA_049276655.1	JBASWV010000004.1	JBASWV010000004.1_29	ArchPhaZ_patatin	26420	27568	+	PhaC
GCA_049276655.1	JBASWV010000011.1	JBASWV010000011.1_14	ArchPhaZ_patatin	15076	16182	-	
GCA_049301735.1	JBAQLI010000100.1	JBAQLI010000100.1_4	ArchPhaZ_patatin	4533	5789	-	
GCA_049578985.1	JBAUMZ010000004.1	JBAUMZ010000004.1_3	ArchPhaZ_patatin	1209	2327	+	
GCA_049578985.1	JBAUMZ010000048.1	JBAUMZ010000048.1_11	ArchPhaZ_patatin	10241	11692	+	
GCA_049578985.1	JBAUMZ010000053.1	JBAUMZ010000053.1_28	ArchPhaZ_patatin	24859	26145	+	
GCA_049578985.1	JBAUMZ010000124.1	JBAUMZ010000124.1_9	ArchPhaZ_patatin	6568	7890	-	
GCA_049578985.1	JBAUMZ010000148.1	JBAUMZ010000148.1_1	ArchPhaZ_patatin	52	1548	+	
GCA_049578985.1	JBAUMZ010000202.1	JBAUMZ010000202.1_3	ArchPhaZ_patatin	1048	2463	+	
GCA_049591355.1	JBAWET010000034.1	JBAWET010000034.1_8	ArchPhaZ_patatin	7823	9289	-	
GCA_049591355.1	JBAWET010000130.1	JBAWET010000130.1_3	ArchPhaZ_patatin	2504	3847	+	
GCA_049591355.1	JBAWET010000159.1	JBAWET010000159.1_2	ArchPhaZ_patatin	805	2265	+	
GCA_049591355.1	JBAWET010000199.1	JBAWET010000199.1_5	ArchPhaZ_patatin	2796	3977	+	
GCA_049696495.1	JBAVTY010000064.1	JBAVTY010000064.1_5	ArchPhaZ_patatin	2705	3430	+	
GCA_049696495.1	JBAVTY010000244.1	JBAVTY010000244.1_5	ArchPhaZ_patatin	4431	5669	-	
GCA_049696495.1	JBAVTY010000304.1	JBAVTY010000304.1_1	ArchPhaZ_patatin	148	1320	+	
GCA_049696495.1	JBAVTY010000360.1	JBAVTY010000360.1_4	ArchPhaZ_patatin	3185	4039	-	
GCA_049696495.1	JBAVTY010000424.1	JBAVTY010000424.1_2	ArchPhaZ_patatin	2061	3536	+	
GCA_049696495.1	JBAVTY010000427.1	JBAVTY010000427.1_2	ArchPhaZ_patatin	2006	3172	-	
GCA_049696495.1	JBAVTY010000602.1	JBAVTY010000602.1_4	ArchPhaZ_patatin	1642	2271	+	BdhA
GCA_049696495.1	JBAVTY010000617.1	JBAVTY010000617.1_2	ArchPhaZ_patatin	392	1591	+	
GCA_049696495.1	JBAVTY010000707.1	JBAVTY010000707.1_1	ArchPhaZ_patatin	1390	2526	-	
GCA_049696495.1	JBAVTY010000735.1	JBAVTY010000735.1_2	ArchPhaZ_patatin	1389	2297	-	
GCA_049696495.1	JBAVTY010000865.1	JBAVTY010000865.1_3	ArchPhaZ_patatin	1428	2876	-	
GCA_049697075.1	JBAVVB010000226.1	JBAVVB010000226.1_1	ArchPhaZ_patatin	44	1141	-	
GCA_049795075.1	JBARDK010000150.1	JBARDK010000150.1_1	ArchPhaZ_patatin	109	1239	+	
GCA_049795075.1	JBARDK010000165.1	JBARDK010000165.1_3	ArchPhaZ_patatin	1945	2742	+	
GCA_050043595.1	JBNAIF010000208.1	JBNAIF010000208.1_5	ArchPhaZ_patatin	3967	5187	+	
GCA_050591185.1	JBNJLU010000006.1	JBNJLU010000006.1_14	ArchPhaZ_patatin	10232	11605	-	
GCA_050591185.1	JBNJLU010000041.1	JBNJLU010000041.1_8	ArchPhaZ_patatin	6293	7525	-	BdhA
GCA_050591185.1	JBNJLU010000096.1	JBNJLU010000096.1_6	ArchPhaZ_patatin	5022	6233	-	
GCA_050591185.1	JBNJLU010000143.1	JBNJLU010000143.1_2	ArchPhaZ_patatin	369	1565	-	
GCA_050748485.1	JBOGPP010000022.1	JBOGPP010000022.1_4	ArchPhaZ_patatin	3323	4597	+	
GCA_050748485.1	JBOGPP010000030.1	JBOGPP010000030.1_9	ArchPhaZ_patatin	6505	7962	+	
GCA_050748485.1	JBOGPP010000038.1	JBOGPP010000038.1_3	ArchPhaZ_patatin	1024	2520	+	
GCA_050748485.1	JBOGPP010000159.1	JBOGPP010000159.1_1	ArchPhaZ_patatin	1	1146	+	
GCA_050748985.1	JBOGQL010000127.1	JBOGQL010000127.1_2	ArchPhaZ_patatin	1029	2204	-	
GCA_050749105.1	JBOGQT010000003.1	JBOGQT010000003.1_3	ArchPhaZ_patatin	1311	2405	+	
GCA_050749105.1	JBOGQT010000027.1	JBOGQT010000027.1_1	ArchPhaZ_patatin	90	956	+	
GCA_050749105.1	JBOGQT010000084.1	JBOGQT010000084.1_15	ArchPhaZ_patatin	13211	14305	+	PhaC;PhaE
GCA_050749145.1	JBOGQV010000266.1	JBOGQV010000266.1_8	ArchPhaZ_patatin	4295	5374	+	PhaC;PhaE
GCA_050749225.1	JBOGQR010000106.1	JBOGQR010000106.1_7	ArchPhaZ_patatin	3261	4361	-	
GCA_050749285.1	JBOGQX010000037.1	JBOGQX010000037.1_35	ArchPhaZ_patatin	30184	31296	+	
GCA_050749285.1	JBOGQX010000042.1	JBOGQX010000042.1_2	ArchPhaZ_patatin	481	1575	+	PhaC;PhaE
GCA_050749285.1	JBOGQX010000050.1	JBOGQX010000050.1_78	ArchPhaZ_patatin	64248	65369	-	
GCA_050749325.1	JBOGRA010000027.1	JBOGRA010000027.1_2	ArchPhaZ_patatin	315	1409	+	
GCA_050749325.1	JBOGRA010000028.1	JBOGRA010000028.1_9	ArchPhaZ_patatin	6478	7578	-	PhaC;PhaE
GCA_050749345.1	JBOGRE010000107.1	JBOGRE010000107.1_3	ArchPhaZ_patatin	1584	2675	-	
GCA_050749345.1	JBOGRE010000162.1	JBOGRE010000162.1_4	ArchPhaZ_patatin	1903	3363	+	
GCA_050749345.1	JBOGRE010000384.1	JBOGRE010000384.1_1	ArchPhaZ_patatin	3	746	+	
GCA_050749365.1	JBOGRG010000064.1	JBOGRG010000064.1_14	ArchPhaZ_patatin	10402	11502	-	
GCA_050749405.1	JBOGRD010000001.1	JBOGRD010000001.1_103	ArchPhaZ_patatin	73434	74528	-	
GCA_050749405.1	JBOGRD010000004.1	JBOGRD010000004.1_130	ArchPhaZ_patatin	101165	102259	+	PhaC;PhaE
GCA_051001675.1	JBPCNB010000230.1	JBPCNB010000230.1_3	ArchPhaZ_patatin	1744	3051	-	
GCA_051001675.1	JBPCNB010000254.1	JBPCNB010000254.1_2	ArchPhaZ_patatin	1446	2093	-	
GCA_051001675.1	JBPCNB010000254.1	JBPCNB010000254.1_3	ArchPhaZ_patatin	2207	3046	-	
GCA_051001675.1	JBPCNB010000609.1	JBPCNB010000609.1_1	ArchPhaZ_patatin	213	1172	+	
GCA_051955655.1	JBQCGN010000045.1	JBQCGN010000045.1_2	ArchPhaZ_patatin	780	2009	+	
GCA_051955655.1	JBQCGN010000207.1	JBQCGN010000207.1_2	ArchPhaZ_patatin	2286	3443	-	
GCA_051955655.1	JBQCGN010000251.1	JBQCGN010000251.1_6	ArchPhaZ_patatin	3388	4557	-	
GCA_051961195.1	JBQCDO010000016.1	JBQCDO010000016.1_6	ArchPhaZ_patatin	5905	7089	+	
GCA_051961195.1	JBQCDO010000131.1	JBQCDO010000131.1_2	ArchPhaZ_patatin	463	1866	-	
GCA_051961195.1	JBQCDO010000190.1	JBQCDO010000190.1_7	ArchPhaZ_patatin	4601	6079	+	
GCA_051961195.1	JBQCDO010000190.1	JBQCDO010000190.1_14	ArchPhaZ_patatin	12500	13909	-	
GCA_051961195.1	JBQCDO010000230.1	JBQCDO010000230.1_7	ArchPhaZ_patatin	7543	8829	-	
GCA_051961195.1	JBQCDO010000389.1	JBQCDO010000389.1_3	ArchPhaZ_patatin	3761	5221	+	
GCA_051961195.1	JBQCDO010000391.1	JBQCDO010000391.1_5	ArchPhaZ_patatin	5335	6594	+	
GCA_052390175.1	JBQTHG010000043.1	JBQTHG010000043.1_3	ArchPhaZ_patatin	1847	2920	-	
GCA_900065925.1	LN890280.1	LN890280.1_1294	ArchPhaZ_patatin	1183548	1184633	+	PhaC;PhaE
GCA_902384525.1	CABMCA010000095.1	CABMCA010000095.1_32	ArchPhaZ_patatin	27851	29101	-	
GCA_902386135.1	CABMIB010000083.1	CABMIB010000083.1_35	ArchPhaZ_patatin	22100	22939	+	
GCA_902386135.1	CABMIB010000086.1	CABMIB010000086.1_13	ArchPhaZ_patatin	8818	9792	+	
GCA_902386205.1	CABMIH010000072.1	CABMIH010000072.1_7	ArchPhaZ_patatin	4665	5648	+	
GCA_933226995.1	CAKOFP010000245.1	CAKOFP010000245.1_8	ArchPhaZ_patatin	5431	6123	-	
GCA_933226995.1	CAKOFP010000321.1	CAKOFP010000321.1_1	ArchPhaZ_patatin	1	735	-	
GCA_938049695.1	CALKVM010000055.1	CALKVM010000055.1_6	ArchPhaZ_patatin	4654	6123	-	
GCA_963695855.1	CAVOHZ010000005.1	CAVOHZ010000005.1_19	ArchPhaZ_patatin	17877	18527	-	
GCA_963695855.1	CAVOHZ010000008.1	CAVOHZ010000008.1_132	ArchPhaZ_patatin	134492	135721	-	
GCA_963695855.1	CAVOHZ010000010.1	CAVOHZ010000010.1_464	ArchPhaZ_patatin	464871	465971	+	
GCA_963695855.1	CAVOHZ010000010.1	CAVOHZ010000010.1_1100	ArchPhaZ_patatin	1076337	1077500	-	BdhA
GCA_963695855.1	CAVOHZ010000010.1	CAVOHZ010000010.1_1202	ArchPhaZ_patatin	1172062	1173240	+	
GCA_963695855.1	CAVOHZ010000010.1	CAVOHZ010000010.1_1481	ArchPhaZ_patatin	1442562	1443749	-	PhaJ
GCA_963699865.1	CAVOVM010000004.1	CAVOVM010000004.1_1214	ArchPhaZ_patatin	1039875	1040954	+	PhaC;PhaE
GCA_963701075.1	OY969559.1	OY969559.1_1892	ArchPhaZ_patatin	1568361	1569458	+	PhaC;PhaE
GCA_963703885.1	CAVPGE010000058.1	CAVPGE010000058.1_31	ArchPhaZ_patatin	29786	30517	+	
GCA_963709405.1	CAVPXM010000001.1	CAVPXM010000001.1_12	ArchPhaZ_patatin	8589	10007	+	
GCA_963709405.1	CAVPXM010000022.1	CAVPXM010000022.1_7	ArchPhaZ_patatin	8942	10348	-	BdhA
GCA_963709405.1	CAVPXM010000023.1	CAVPXM010000023.1_12	ArchPhaZ_patatin	9727	10914	-	
GCA_963709405.1	CAVPXM010000029.1	CAVPXM010000029.1_40	ArchPhaZ_patatin	32317	33783	-	
GCA_963709405.1	CAVPXM010000044.1	CAVPXM010000044.1_18	ArchPhaZ_patatin	17894	18802	-	BdhA
GCA_963709405.1	CAVPXM010000052.1	CAVPXM010000052.1_5	ArchPhaZ_patatin	2279	2965	+	
GCA_963709405.1	CAVPXM010000070.1	CAVPXM010000070.1_34	ArchPhaZ_patatin	31438	32661	-	
GCA_963709405.1	CAVPXM010000072.1	CAVPXM010000072.1_1	ArchPhaZ_patatin	230	1699	+	
GCA_963709405.1	CAVPXM010000100.1	CAVPXM010000100.1_19	ArchPhaZ_patatin	13102	14112	-	
GCA_963713025.1	CAVQKA010000004.1	CAVQKA010000004.1_85	ArchPhaZ_patatin	77269	78399	+	
GCA_963713025.1	CAVQKA010000007.1	CAVQKA010000007.1_156	ArchPhaZ_patatin	132209	133348	+	PhaC;PhaE
GCA_963713025.1	CAVQKA010000007.1	CAVQKA010000007.1_301	ArchPhaZ_patatin	250049	251515	-	
GCA_963713605.1	CAVQMO010000001.1	CAVQMO010000001.1_801	ArchPhaZ_patatin	662838	663440	-	
GCA_963713605.1	CAVQMO010000001.1	CAVQMO010000001.1_802	ArchPhaZ_patatin	663391	664335	-	
GCA_963713605.1	CAVQMO010000001.1	CAVQMO010000001.1_821	ArchPhaZ_patatin	678556	680055	-	
GCA_963713605.1	CAVQMO010000001.1	CAVQMO010000001.1_836	ArchPhaZ_patatin	694283	695116	+	
GCA_963713605.1	CAVQMO010000002.1	CAVQMO010000002.1_6	ArchPhaZ_patatin	3303	4370	-	
GCA_963713605.1	CAVQMO010000003.1	CAVQMO010000003.1_19	ArchPhaZ_patatin	14597	15439	-	
GCA_963713605.1	CAVQMO010000004.1	CAVQMO010000004.1_72	ArchPhaZ_patatin	58148	58960	+	BdhA
GCA_963713605.1	CAVQMO010000010.1	CAVQMO010000010.1_262	ArchPhaZ_patatin	198112	199269	+	
GCA_963713605.1	CAVQMO010000010.1	CAVQMO010000010.1_517	ArchPhaZ_patatin	426425	427621	+	
GCA_963713605.1	CAVQMO010000011.1	CAVQMO010000011.1_3	ArchPhaZ_patatin	647	1681	-	
GCA_963716995.1	CAVQVB010000011.1	CAVQVB010000011.1_58	ArchPhaZ_patatin	43231	44322	+	
GCA_963716995.1	CAVQVB010000013.1	CAVQVB010000013.1_62	ArchPhaZ_patatin	47468	48547	+	PhaC;PhaE
GCA_963728595.1	CAVSLF010000011.1	CAVSLF010000011.1_64	ArchPhaZ_patatin	50552	52018	+	
GCA_963728595.1	CAVSLF010000011.1	CAVSLF010000011.1_66	ArchPhaZ_patatin	53188	54657	+	
GCA_963728595.1	CAVSLF010000021.1	CAVSLF010000021.1_23	ArchPhaZ_patatin	21894	23063	-	
GCA_963728595.1	CAVSLF010000024.1	CAVSLF010000024.1_9	ArchPhaZ_patatin	8385	9728	-	
GCA_963729045.1	CAVSMN010000002.1	CAVSMN010000002.1_23	ArchPhaZ_patatin	16818	18080	+	
GCA_963729045.1	CAVSMN010000007.1	CAVSMN010000007.1_153	ArchPhaZ_patatin	138525	139922	-	
GCA_963729045.1	CAVSMN010000009.1	CAVSMN010000009.1_162	ArchPhaZ_patatin	142368	143726	+	
GCA_963729045.1	CAVSMN010000012.1	CAVSMN010000012.1_11	ArchPhaZ_patatin	8213	9700	+	
GCA_963729045.1	CAVSMN010000012.1	CAVSMN010000012.1_26	ArchPhaZ_patatin	24758	26143	-	
GCA_963729045.1	CAVSMN010000012.1	CAVSMN010000012.1_395	ArchPhaZ_patatin	357893	358807	-	PhaC
GCA_963729045.1	CAVSMN010000015.1	CAVSMN010000015.1_189	ArchPhaZ_patatin	164454	165668	-	
GCA_963729045.1	CAVSMN010000021.1	CAVSMN010000021.1_38	ArchPhaZ_patatin	41660	43117	+	
GCA_963733025.1	CAVTCE010000010.1	CAVTCE010000010.1_7	ArchPhaZ_patatin	6648	7301	-	
GCA_963733025.1	CAVTCE010000019.1	CAVTCE010000019.1_128	ArchPhaZ_patatin	122962	124176	+	BdhA
GCA_963733025.1	CAVTCE010000029.1	CAVTCE010000029.1_96	ArchPhaZ_patatin	89152	90552	+	
GCA_963733025.1	CAVTCE010000031.1	CAVTCE010000031.1_33	ArchPhaZ_patatin	24072	25307	-	
GCA_963733025.1	CAVTCE010000032.1	CAVTCE010000032.1_27	ArchPhaZ_patatin	20867	21493	-	
GCA_963733025.1	CAVTCE010000032.1	CAVTCE010000032.1_28	ArchPhaZ_patatin	21468	22103	-	
GCA_963733025.1	CAVTCE010000033.1	CAVTCE010000033.1_478	ArchPhaZ_patatin	485104	486507	+	
GCA_963753595.1	CAVWCX010000003.1	CAVWCX010000003.1_111	ArchPhaZ_patatin	94153	95133	-	
GCA_963759575.1	CAVWZU010000001.1	CAVWZU010000001.1_327	ArchPhaZ_patatin	339422	340819	-	
GCA_963759575.1	CAVWZU010000001.1	CAVWZU010000001.1_381	ArchPhaZ_patatin	391666	393096	-	
GCA_963759575.1	CAVWZU010000002.1	CAVWZU010000002.1_717	ArchPhaZ_patatin	716295	717515	+	
GCA_963759575.1	CAVWZU010000002.1	CAVWZU010000002.1_891	ArchPhaZ_patatin	899256	900683	-	
GCA_963759575.1	CAVWZU010000002.1	CAVWZU010000002.1_1283	ArchPhaZ_patatin	1264528	1265766	-	
GCA_963759575.1	CAVWZU010000006.1	CAVWZU010000006.1_63	ArchPhaZ_patatin	60405	61703	-	
GCA_963762475.1	CAVXKW010000001.1	CAVXKW010000001.1_79	ArchPhaZ_patatin	77250	78482	-	
GCA_963762475.1	CAVXKW010000001.1	CAVXKW010000001.1_84	ArchPhaZ_patatin	83803	84972	+	
GCA_963762475.1	CAVXKW010000001.1	CAVXKW010000001.1_146	ArchPhaZ_patatin	150415	151836	-	
GCA_963762475.1	CAVXKW010000004.1	CAVXKW010000004.1_372	ArchPhaZ_patatin	357962	359404	-	PhaC
GCA_963762475.1	CAVXKW010000005.1	CAVXKW010000005.1_115	ArchPhaZ_patatin	109965	111407	-	
GCA_963762475.1	CAVXKW010000005.1	CAVXKW010000005.1_494	ArchPhaZ_patatin	487839	489188	-	
GCA_963762475.1	CAVXKW010000005.1	CAVXKW010000005.1_920	ArchPhaZ_patatin	915973	917202	-	
GCA_963762475.1	CAVXKW010000006.1	CAVXKW010000006.1_19	ArchPhaZ_patatin	19900	21126	-	
GCA_963762475.1	CAVXKW010000006.1	CAVXKW010000006.1_412	ArchPhaZ_patatin	446966	448165	+	
GCA_963762475.1	CAVXKW010000012.1	CAVXKW010000012.1_51	ArchPhaZ_patatin	49875	51278	-	
GCA_963762475.1	CAVXKW010000013.1	CAVXKW010000013.1_20	ArchPhaZ_patatin	21686	22651	+	
GCA_963762475.1	CAVXKW010000015.1	CAVXKW010000015.1_41	ArchPhaZ_patatin	33704	35023	-	
GCA_963765895.1	CAVXZB010000012.1	CAVXZB010000012.1_4	ArchPhaZ_patatin	3795	4928	+	
GCA_963765895.1	CAVXZB010000015.1	CAVXZB010000015.1_8	ArchPhaZ_patatin	4932	6335	-	
GCA_963765895.1	CAVXZB010000016.1	CAVXZB010000016.1_29	ArchPhaZ_patatin	24375	25571	-	
GCA_963765895.1	CAVXZB010000025.1	CAVXZB010000025.1_28	ArchPhaZ_patatin	19763	21259	+	
GCA_963765895.1	CAVXZB010000026.1	CAVXZB010000026.1_13	ArchPhaZ_patatin	8900	10396	-	
GCA_963765895.1	CAVXZB010000027.1	CAVXZB010000027.1_58	ArchPhaZ_patatin	41255	42538	-	
GCA_963765895.1	CAVXZB010000038.1	CAVXZB010000038.1_134	ArchPhaZ_patatin	144360	145502	+	
GCA_963765895.1	CAVXZB010000038.1	CAVXZB010000038.1_149	ArchPhaZ_patatin	160711	162120	-	
GCA_963765895.1	CAVXZB010000042.1	CAVXZB010000042.1_54	ArchPhaZ_patatin	50673	51398	-	
GCA_963765895.1	CAVXZB010000048.1	CAVXZB010000048.1_89	ArchPhaZ_patatin	86551	87864	+	
GCA_963765895.1	CAVXZB010000051.1	CAVXZB010000051.1_1	ArchPhaZ_patatin	3	728	+	
GCA_963765895.1	CAVXZB010000054.1	CAVXZB010000054.1_5	ArchPhaZ_patatin	3708	4631	-	
GCA_963765895.1	CAVXZB010000057.1	CAVXZB010000057.1_5	ArchPhaZ_patatin	3106	4548	-	
GCA_963765895.1	CAVXZB010000059.1	CAVXZB010000059.1_29	ArchPhaZ_patatin	24691	26091	+	
GCA_963765895.1	CAVXZB010000059.1	CAVXZB010000059.1_35	ArchPhaZ_patatin	31797	32738	+	
GCA_963765895.1	CAVXZB010000061.1	CAVXZB010000061.1_18	ArchPhaZ_patatin	16309	17037	+	
GCA_963765895.1	CAVXZB010000061.1	CAVXZB010000061.1_19	ArchPhaZ_patatin	17009	17722	+	
GCA_963765895.1	CAVXZB010000061.1	CAVXZB010000061.1_24	ArchPhaZ_patatin	19538	20962	-	
GCA_963765895.1	CAVXZB010000064.1	CAVXZB010000064.1_153	ArchPhaZ_patatin	135221	136627	-	
GCA_963765895.1	CAVXZB010000071.1	CAVXZB010000071.1_18	ArchPhaZ_patatin	16629	17528	-	
GCA_963765895.1	CAVXZB010000084.1	CAVXZB010000084.1_96	ArchPhaZ_patatin	80684	81604	+	
GCA_963765895.1	CAVXZB010000084.1	CAVXZB010000084.1_408	ArchPhaZ_patatin	393370	394554	-	
GCA_963765895.1	CAVXZB010000087.1	CAVXZB010000087.1_20	ArchPhaZ_patatin	16473	17309	+	
GCA_963765895.1	CAVXZB010000087.1	CAVXZB010000087.1_24	ArchPhaZ_patatin	21127	22413	-	
GCA_963779615.1	CAVZZA010000001.1	CAVZZA010000001.1_161	ArchPhaZ_patatin	157740	159158	+	
GCA_963779615.1	CAVZZA010000003.1	CAVZZA010000003.1_216	ArchPhaZ_patatin	222394	223659	-	
GCA_963779615.1	CAVZZA010000003.1	CAVZZA010000003.1_656	ArchPhaZ_patatin	665009	666421	-	
GCA_963779615.1	CAVZZA010000003.1	CAVZZA010000003.1_787	ArchPhaZ_patatin	802183	803346	-	
GCA_963779615.1	CAVZZA010000003.1	CAVZZA010000003.1_1179	ArchPhaZ_patatin	1172429	1173727	+	
GCA_963779615.1	CAVZZA010000005.1	CAVZZA010000005.1_574	ArchPhaZ_patatin	568256	569644	+	BdhA
GCA_963779615.1	CAVZZA010000005.1	CAVZZA010000005.1_685	ArchPhaZ_patatin	689200	690054	-	
GCA_963779615.1	CAVZZA010000005.1	CAVZZA010000005.1_826	ArchPhaZ_patatin	842248	843546	+	
GCA_963786915.1	CAWBAU010000001.1	CAWBAU010000001.1_419	ArchPhaZ_patatin	393109	394563	+	BdhA
GCA_963786915.1	CAWBAU010000001.1	CAWBAU010000001.1_512	ArchPhaZ_patatin	481330	482274	+	
GCA_963786915.1	CAWBAU010000001.1	CAWBAU010000001.1_811	ArchPhaZ_patatin	712108	713220	+	
GCA_963786915.1	CAWBAU010000005.1	CAWBAU010000005.1_94	ArchPhaZ_patatin	72326	73042	+	
GCA_963786915.1	CAWBAU010000007.1	CAWBAU010000007.1_296	ArchPhaZ_patatin	229508	230770	-	
GCA_963786915.1	CAWBAU010000007.1	CAWBAU010000007.1_299	ArchPhaZ_patatin	232784	233989	-	BdhA
GCA_963788355.1	CAWBGD010000003.1	CAWBGD010000003.1_14	ArchPhaZ_patatin	12406	13887	+	
GCA_963788755.1	CAWBHQ010000013.1	CAWBHQ010000013.1_25	ArchPhaZ_patatin	17660	19153	+	
GCA_963824385.1	CAWGPD010000001.1	CAWGPD010000001.1_367	ArchPhaZ_patatin	262543	263625	+	PhaC;PhaE
GCA_963824915.1	CAWGRD010000004.1	CAWGRD010000004.1_50	ArchPhaZ_patatin	49940	51232	-	
GCA_963824915.1	CAWGRD010000004.1	CAWGRD010000004.1_119	ArchPhaZ_patatin	105226	106506	+	PhaC
GCA_963824915.1	CAWGRD010000005.1	CAWGRD010000005.1_191	ArchPhaZ_patatin	156641	157870	-	
GCA_963824915.1	CAWGRD010000017.1	CAWGRD010000017.1_35	ArchPhaZ_patatin	27336	28766	-	
GCA_963824915.1	CAWGRD010000018.1	CAWGRD010000018.1_212	ArchPhaZ_patatin	183364	184398	-	
GCA_963824915.1	CAWGRD010000018.1	CAWGRD010000018.1_255	ArchPhaZ_patatin	221542	222687	+	
GCA_963824915.1	CAWGRD010000020.1	CAWGRD010000020.1_220	ArchPhaZ_patatin	200170	201402	+	BdhA
GCA_963825865.1	CAWGVG010000012.1	CAWGVG010000012.1_46	ArchPhaZ_patatin	39743	40423	-	
GCA_963825865.1	CAWGVG010000018.1	CAWGVG010000018.1_85	ArchPhaZ_patatin	70154	71374	-	
GCA_963825865.1	CAWGVG010000026.1	CAWGVG010000026.1_29	ArchPhaZ_patatin	21979	22797	+	
GCA_963825865.1	CAWGVG010000026.1	CAWGVG010000026.1_31	ArchPhaZ_patatin	23455	24642	-	
GCA_963825865.1	CAWGVG010000027.1	CAWGVG010000027.1_111	ArchPhaZ_patatin	89486	90382	+	
GCA_963825865.1	CAWGVG010000029.1	CAWGVG010000029.1_22	ArchPhaZ_patatin	15850	16794	-	
GCA_963825865.1	CAWGVG010000036.1	CAWGVG010000036.1_148	ArchPhaZ_patatin	118587	119420	+	
GCA_963825865.1	CAWGVG010000037.1	CAWGVG010000037.1_6	ArchPhaZ_patatin	3500	4204	-	
GCA_963825865.1	CAWGVG010000048.1	CAWGVG010000048.1_105	ArchPhaZ_patatin	83850	84776	+	
GCA_963825865.1	CAWGVG010000062.1	CAWGVG010000062.1_287	ArchPhaZ_patatin	218565	219677	+	
GCA_963830925.1	CAWHOB010000001.1	CAWHOB010000001.1_1272	ArchPhaZ_patatin	1240621	1241958	+	
GCA_963830925.1	CAWHOB010000001.1	CAWHOB010000001.1_1342	ArchPhaZ_patatin	1309206	1310432	-	
GCA_963830925.1	CAWHOB010000001.1	CAWHOB010000001.1_1948	ArchPhaZ_patatin	1908055	1909383	-	BdhA
GCA_963830925.1	CAWHOB010000002.1	CAWHOB010000002.1_317	ArchPhaZ_patatin	295111	296340	-	
GCA_963830925.1	CAWHOB010000002.1	CAWHOB010000002.1_319	ArchPhaZ_patatin	300989	302026	+	
GCA_963830925.1	CAWHOB010000004.1	CAWHOB010000004.1_45	ArchPhaZ_patatin	43871	45028	-	
GCA_963830925.1	CAWHOB010000004.1	CAWHOB010000004.1_50	ArchPhaZ_patatin	50532	51785	+	
GCA_963830925.1	CAWHOB010000008.1	CAWHOB010000008.1_3	ArchPhaZ_patatin	6086	7495	-	
GCA_963830925.1	CAWHOB010000008.1	CAWHOB010000008.1_18	ArchPhaZ_patatin	22139	23296	+	
GCA_963835875.1	CAWIGX010000005.1	CAWIGX010000005.1_141	ArchPhaZ_patatin	108298	109335	-	PhaC;PhaE
GCA_963835875.1	CAWIGX010000006.1	CAWIGX010000006.1_12	ArchPhaZ_patatin	9851	11323	-	PhaJ
GCA_963837175.1	CAWIMJ010000009.1	CAWIMJ010000009.1_4	ArchPhaZ_patatin	5700	7034	+	BdhA
GCA_963837175.1	CAWIMJ010000009.1	CAWIMJ010000009.1_38	ArchPhaZ_patatin	45775	47004	+	
GCA_963837175.1	CAWIMJ010000018.1	CAWIMJ010000018.1_53	ArchPhaZ_patatin	49372	50568	-	BdhA
GCA_963837175.1	CAWIMJ010000034.1	CAWIMJ010000034.1_182	ArchPhaZ_patatin	182566	183948	-	BdhA
GCA_963837175.1	CAWIMJ010000048.1	CAWIMJ010000048.1_17	ArchPhaZ_patatin	13238	14194	-	
