genome	patatin_copies
GCF_016125515.1	1
GCF_016127315.1	2
GCF_016127575.1	6
GCF_016132445.1	1
GCF_016134045.1	1
GCF_016135805.1	1
GCF_016185115.1	3
GCF_016195855.1	4
GCF_016213215.1	4
GCF_016219575.1	4
GCF_016234775.1	3
GCF_016307205.1	1
GCF_016405905.1	2
GCF_016405985.1	1
GCF_016406145.1	1
GCF_016411865.1	3
GCF_016412875.1	1
GCF_016427565.1	1
GCF_016428585.1	1
GCF_016428755.1	2
GCF_016428975.1	2
GCF_016446395.1	1
GCF_016446475.1	3
GCF_016462705.1	1
GCF_016462955.1	3
GCF_016463295.1	1
GCF_016463485.1	1
GCF_016463645.1	2
GCF_016464365.1	2
GCF_016464705.1	1
GCF_016466415.2	4
GCF_016495405.1	1
GCF_016508255.1	2
GCF_016583645.1	3
GCF_016583785.1	1
GCF_016583825.1	2
GCF_016583985.1	1
GCF_016584055.1	1
GCF_016584105.1	2
GCF_016586165.1	3
GCF_016591715.1	2
GCF_016592155.1	1
GCF_016592555.1	1
GCF_016595155.1	2
GCF_016595235.1	2
GCF_016595245.1	2
GCF_016597725.1	1
GCF_016599715.1	2
GCF_016612535.1	6
GCF_016612865.1	1
GCF_016613415.1	5
GCF_016615815.1	1
GCF_016616235.1	3
GCF_016616885.1	6
GCF_016617715.1	2
GCF_016623495.1	3
GCF_016624945.1	2
GCF_016629525.1	2
GCF_016629665.1	1
GCF_016632335.1	1
GCF_016632405.1	2
GCF_016641735.1	1
GCF_016648105.1	1
GCF_016650635.1	1
GCF_016650695.1	1
GCF_016650815.1	2
GCF_016651255.1	1
GCF_016651305.1	1
GCF_016653115.1	1
GCF_016653255.1	2
GCF_016653315.1	1
GCF_016653355.1	2
GCF_016653405.1	1
GCF_016653635.2	4
GCF_016654005.1	1
GCF_016656965.1	1
GCF_016658545.1	1
GCF_016695175.1	2
GCF_016703145.1	2
GCF_016703645.1	4
GCF_016704835.1	2
GCF_016705685.1	2
GCF_016706565.1	3
GCF_016711335.1	1
GCF_016712865.1	2
GCF_016722765.1	2
GCF_016722785.1	3
GCF_016722895.1	2
GCF_016722925.1	1
GCF_016734765.1	4
GCF_016735515.1	4
GCF_016735675.1	2
GCF_016735695.1	6
GCF_016742135.1	1
GCF_016743775.1	3
GCF_016743815.1	2
GCF_016744175.1	1
GCF_016746085.1	2
GCF_016756495.1	3
GCF_016756535.1	4
GCF_016756595.1	2
GCF_016756615.1	2
GCF_016765655.2	5
GCF_016765775.1	1
GCF_016765795.1	1
GCF_016767715.1	1
GCF_016772415.1	2
GCF_016773205.1	3
GCF_016774335.1	3
GCF_016775475.1	4
GCF_016783915.1	2
GCF_016785095.1	1
GCF_016786415.1	2
GCF_016789985.1	1
GCF_016790065.1	2
GCF_016790145.1	4
GCF_016792925.1	1
GCF_016793285.1	1
GCF_016793595.1	1
GCF_016793825.1	1
GCF_016798325.1	1
GCF_016801775.1	1
GCF_016801985.1	1
GCF_016804325.1	2
GCF_016805305.1	2
GCF_016806065.1	3
GCF_016806125.1	2
GCF_016806145.1	2
GCF_016806835.2	5
GCF_016807805.1	3
GCF_016809835.1	2
GCF_016811235.1	2
GCF_016820245.1	1
GCF_016836705.1	3
GCF_016858125.1	2
GCF_016859125.1	1
GCF_016863635.1	1
GCF_016864195.1	3
GCF_016864235.1	4
GCF_016864375.1	8
GCF_016864555.1	1
GCF_016865235.1	1
GCF_016865585.1	2
GCF_016879755.1	1
GCF_016881005.1	1
GCF_016881365.1	2
GCF_016881405.1	4
GCF_016887565.1	2
GCF_016889705.1	1
GCF_016889805.1	1
GCF_016892685.1	1
GCF_016892705.1	1
GCF_016892765.1	3
GCF_016894345.1	2
GCF_016894385.1	6
GCF_016901015.1	1
GCF_016901135.1	2
GCF_016901225.1	1
GCF_016904885.1	1
GCF_016904945.1	1
GCF_016904955.1	1
GCF_016905005.1	2
GCF_016906995.1	1
GCF_016907015.1	1
GCF_016907435.1	2
GCF_016907475.1	1
GCF_016907675.1	3
GCF_016908115.1	2
GCF_016908395.1	1
GCF_016908975.1	1
GCF_016909075.1	1
GCF_016909175.1	1
GCF_016917355.1	1
GCF_016918765.2	1
GCF_016918785.1	2
GCF_016918935.1	1
GCF_016919175.1	2
GCF_016919385.1	1
GCF_016919445.1	1
GCF_016919705.1	3
GCF_016924145.1	1
GCF_016924655.1	1
GCF_016924665.1	1
GCF_016925675.1	1
GCF_016937615.1	1
GCF_016937655.1	2
GCF_017068395.1	1
GCF_017084525.1	1
GCF_017086405.1	1
GCF_017086445.1	1
GCF_017086465.1	2
GCF_017104565.1	4
GCF_017104645.1	1
GCF_017104715.1	7
GCF_017104785.1	5
GCF_017104965.1	4
GCF_017104975.1	5
GCF_017114825.1	1
GCF_017114915.1	2
GCF_017161115.1	2
GCF_017161445.1	1
GCF_017163935.1	2
GCF_017165765.1	1
GCF_017168095.1	1
GCF_017220215.1	3
GCF_017301335.1	1
GCF_017301635.1	1
GCF_017301735.1	1
GCF_017302275.1	2
GCF_017302315.1	4
GCF_017302985.1	1
GCF_017303055.1	1
GCF_017303275.1	1
GCF_017303295.1	2
GCF_017303375.1	1
GCF_017304615.1	1
GCF_017305915.1	1
GCF_017306585.1	2
GCF_017308015.1	1
GCF_017308075.1	2
GCF_017308975.1	2
GCF_017309075.1	1
GCF_017309185.1	3
GCF_017309385.1	2
GCF_017309585.1	4
GCF_017309955.1	2
GCF_017310015.1	1
GCF_017310035.1	2
GCF_017311415.1	1
GCF_017311575.1	3
GCF_017313085.1	1
GCF_017313765.1	1
GCF_017315705.1	6
GCF_017315725.1	3
GCF_017315735.1	2
GCF_017349315.1	1
GCF_017352095.1	1
GCF_017352135.1	1
GCF_017353515.1	1
GCF_017354985.1	1
GCF_017355525.1	1
GCF_017355885.1	3
GCF_017355985.1	4
GCF_017356015.1	1
GCF_017356245.1	2
GCF_017356265.1	3
GCF_017357225.1	1
GCF_017357245.1	2
GCF_017377395.1	1
GCF_017487345.1	1
GCF_017487405.1	1
GCF_017491605.1	1
GCF_017497975.1	1
GCF_017498085.1	1
GCF_017498525.1	2
GCF_017498775.1	2
GCF_017565405.1	2
GCF_017565645.3	9
GCF_017573465.1	2
GCF_017573505.1	3
GCF_017573545.1	2
GCF_017582745.1	1
GCF_017589465.1	2
GCF_017592335.1	1
GCF_017598945.1	3
GCF_017643905.1	1
GCF_017654485.1	2
GCF_017742235.1	2
GCF_017742835.1	3
GCF_017742995.1	1
GCF_017743735.1	1
GCF_017743865.1	1
GCF_017743935.1	1
GCF_017743975.1	1
GCF_017743995.1	1
GCF_017744015.1	1
GCF_017744045.1	1
GCF_017744095.1	1
GCF_017744135.1	1
GCF_017744255.1	1
GCF_017744395.1	3
GCF_017744435.1	2
GCF_017744445.1	1
GCF_017744835.1	2
GCF_017744955.1	2
GCF_017745215.1	2
GCF_017745675.1	1
GCF_017776525.1	1
GCF_017792385.1	1
GCF_017794965.1	2
GCF_017795745.1	2
GCF_017795885.1	1
GCF_017798165.1	4
GCF_017798205.1	1
GCF_017811175.1	1
GCF_017811755.1	1
GCF_017813235.1	1
GCF_017813355.1	3
GCF_017813365.1	2
GCF_017813395.1	2
GCF_017814275.1	1
GCF_017814915.1	3
GCF_017814945.1	7
GCF_017814975.1	8
GCF_017815135.1	1
GCF_017815515.1	1
GCF_017826695.1	1
GCF_017833295.1	1
GCF_017833525.1	4
GCF_017837635.1	1
GCF_017848315.1	1
GCF_017848645.1	1
GCF_017853185.1	1
GCF_017854415.1	1
GCF_017854565.1	1
GCF_017868775.1	1
GCF_017872555.1	1
GCF_017872975.1	1
GCF_017873095.1	1
GCF_017873135.1	1
GCF_017873215.1	1
GCF_017874595.1	4
GCF_017874625.1	1
GCF_017875235.1	1
GCF_017875275.1	3
GCF_017875555.1	2
GCF_017876095.1	1
GCF_017876115.1	2
GCF_017876155.1	2
GCF_017876165.1	3
GCF_017876315.1	2
GCF_017876405.1	1
GCF_017877135.1	2
GCF_017881085.1	1
GCF_017894365.1	2
GCF_017894385.1	2
GCF_017912535.1	2
GCF_017916295.1	1
GCF_017916385.1	1
GCF_017916475.1	2
GCF_017921815.1	1
GCF_017922435.1	1
GCF_017939625.1	1
GCF_017948245.1	1
GCF_017948265.1	4
GCF_017963645.1	2
GCF_017968885.1	1
GCF_017976235.1	1
GCF_017983795.1	3
GCF_017993425.1	2
GCF_017994015.1	1
GCF_017994835.1	3
GCF_017995835.1	3
GCF_017996735.1	2
GCF_018006725.1	1
GCF_018061265.1	1
GCF_018063565.1	2
GCF_018066915.1	1
GCF_018069755.1	1
GCF_018069845.1	2
GCF_018069865.1	2
GCF_018069895.1	2
GCF_018119395.1	2
GCF_018119405.1	2
GCF_018122655.1	1
GCF_018122735.1	2
GCF_018128965.1	4
GCF_018129005.1	6
GCF_018129025.1	4
GCF_018129065.1	6
GCF_018129085.1	3
GCF_018129385.1	7
GCF_018129405.1	7
GCF_018129685.1	5
GCF_018129985.1	3
GCF_018129995.1	4
GCF_018130065.1	5
GCF_018130145.1	7
GCF_018130165.1	8
GCF_018130215.1	6
GCF_018130245.1	6
GCF_018130385.1	5
GCF_018130465.1	5
GCF_018130505.1	5
GCF_018130545.1	4
GCF_018130615.1	4
GCF_018130695.1	3
GCF_018130765.1	5
GCF_018130785.1	6
GCF_018130825.1	5
GCF_018130955.1	6
GCF_018131005.1	5
GCF_018131065.1	9
GCF_018131075.1	5
GCF_018131105.1	4
GCF_018131225.1	4
GCF_018135625.1	2
GCF_018138145.1	1
GCF_018139545.1	1
GCF_018139565.1	1
GCF_018139645.1	2
GCF_018139685.1	1
GCF_018199995.1	2
GCF_018200035.1	1
GCF_018224925.1	2
GCF_018224955.1	1
GCF_018243235.1	5
GCF_018263855.1	2
GCF_018263905.1	1
GCF_018275325.1	1
GCF_018278905.1	1
GCF_018279705.1	1
GCF_018282095.1	2
GCF_018282115.1	1
GCF_018283675.1	1
GCF_018292285.1	2
GCF_018304945.1	4
GCF_018304965.1	4
GCF_018305005.1	4
GCF_018325905.1	1
GCF_018326005.1	1
GCF_018326285.1	1
GCF_018332375.1	3
GCF_018332475.1	3
GCF_018332515.1	3
GCF_018336155.1	1
GCF_018343535.1	1
GCF_018343545.2	1
GCF_018343775.1	1
GCF_018361265.1	1
GCF_018375725.1	4
GCF_018383585.1	4
GCF_018390555.1	2
GCF_018390605.1	1
GCF_018390635.1	2
GCF_018390645.1	1
GCF_018390695.1	3
GCF_018398315.1	2
GCF_018398335.1	2
GCF_018398395.1	1
GCF_018398425.1	1
GCF_018398875.1	3
GCF_018399035.1	1
GCF_018402285.1	1
GCF_018408855.1	5
GCF_018413525.1	1
GCF_018413605.1	3
GCF_018413645.1	3
GCF_018417475.1	2
GCF_018417535.1	6
GCF_018417595.1	1
GCF_018417635.1	1
GCF_018424695.1	1
GCF_018448785.1	3
GCF_018449475.1	1
GCF_018449515.1	2
GCF_018449525.1	2
GCF_018449605.1	1
GCF_018449635.1	1
GCF_018449695.1	3
GCF_018449725.1	1
GCF_018449795.1	1
GCF_018455725.1	2
GCF_018457175.1	1
GCF_018459925.1	2
GCF_018474005.1	3
GCF_018491765.1	2
GCF_018502625.1	1
GCF_018524345.1	1
GCF_018524365.1	4
GCF_018531445.1	1
GCF_018531475.2	2
GCF_018555685.1	1
GCF_018588885.1	2
GCF_018596315.1	7
GCF_018599185.1	1
GCF_018599245.1	1
GCF_018603885.1	1
GCF_018608325.1	1
GCF_018612875.1	1
GCF_018612915.1	1
GCF_018613415.1	1
GCF_018614775.1	1
GCF_018619435.1	2
GCF_018619475.1	1
GCF_018682675.1	2
GCF_018687515.1	1
GCF_018687615.1	1
GCF_018704125.1	1
GCF_018729255.1	6
GCF_018736105.1	2
GCF_018736145.1	1
GCF_018742245.1	3
GCF_018760365.1	2
GCF_018760785.1	1
GCF_018780075.1	3
GCF_018780385.1	4
GCF_018780565.1	3
GCF_018780625.1	1
GCF_018798885.1	1
GCF_018802605.1	1
GCF_018802765.1	2
GCF_018847975.1	1
GCF_018860165.1	1
GCF_018860305.1	1
GCF_018860425.1	1
GCF_018860625.1	1
GCF_018860705.1	1
GCF_018860765.1	1
GCF_018860855.1	2
GCF_018860975.1	1
GCF_018861045.1	1
GCF_018862045.1	1
GCF_018863195.1	1
GCF_018863235.1	1
GCF_018881545.1	1
GCF_018881775.1	1
GCF_018881975.1	1
GCF_018882285.1	1
GCF_018882385.1	1
GCF_018885265.1	1
GCF_018904615.1	3
GCF_018905915.1	2
GCF_018919265.1	1
GCF_018966865.1	3
GCF_018968705.1	1
GCF_018982885.2	1
GCF_018987265.1	1
GCF_019024285.1	1
GCF_019024325.1	1
GCF_019029495.1	2
GCF_019039035.1	1
GCF_019039055.1	3
GCF_019039105.1	1
GCF_019039255.1	1
GCF_019042215.1	1
GCF_019042735.1	1
GCF_019061145.1	1
GCF_019061185.1	1
GCF_019083995.1	4
GCF_019084075.1	6
GCF_019084245.1	1
GCF_019084545.1	1
GCF_019091085.1	2
GCF_019097845.1	1
GCF_019097855.1	1
GCF_019104745.1	1
GCF_019104945.1	1
GCF_019132845.1	2
GCF_019139535.1	1
GCF_019139675.1	1
GCF_019139815.1	1
GCF_019139895.1	1
GCF_019141525.1	1
GCF_019145195.1	1
GCF_019145205.1	1
GCF_019145235.1	1
GCF_019145355.1	1
GCF_019145375.1	2
GCF_019145435.1	1
GCF_019145475.1	1
GCF_019145495.1	1
GCF_019160155.1	1
GCF_019166065.1	1
GCF_019168305.1	1
GCF_019175365.1	2
GCF_019186805.1	3
GCF_019195435.1	2
GCF_019195455.1	1
GCF_019200975.1	1
GCF_019203965.1	1
GCF_019204045.1	1
GCF_019207085.1	2
GCF_019209835.1	3
GCF_019212185.1	1
GCF_019216885.1	3
GCF_019218265.1	1
GCF_019218285.1	1
GCF_019218295.1	1
GCF_019218885.1	2
GCF_019219065.1	2
GCF_019219095.1	3
GCF_019232825.1	4
GCF_019237615.1	3
GCF_019242285.1	5
GCF_019243155.1	1
GCF_019244115.1	7
GCF_019247635.1	1
GCF_019249295.1	1
GCF_019263585.2	1
GCF_019263595.1	2
GCF_019263705.2	1
GCF_019264445.1	4
GCF_019297835.1	2
GCF_019297855.1	1
GCF_019334305.1	1
GCF_019334345.1	1
GCF_019343105.1	2
GCF_019343455.1	2
GCF_019351405.1	1
GCF_019352895.1	2
GCF_019355935.1	2
GCF_019375555.1	1
GCF_019392195.1	1
GCF_019392245.1	1
GCF_019392335.1	1
GCF_019396355.1	1
GCF_019402665.1	5
GCF_019428685.1	4
GCF_019429625.1	1
GCF_019430885.1	7
GCF_019430905.1	1
GCF_019430945.1	1
GCF_019431375.1	1
GCF_019431455.1	2
GCF_019443285.1	1
GCF_019443445.1	3
GCF_019443505.1	3
GCF_019449565.1	6
GCF_019455385.1	4
GCF_019456655.1	2
GCF_019458025.1	1
GCF_019458805.1	1
GCF_019459305.1	1
GCF_019468465.1	1
GCF_019468565.1	1
GCF_019492055.1	1
GCF_019511375.1	1
GCF_019511525.1	1
GCF_019511605.1	2
GCF_019551435.1	1
GCF_019599045.1	1
GCF_019599275.1	1
GCF_019599295.1	1
GCF_019599405.1	1
GCF_019599465.1	3
GCF_019623905.1	3
GCF_019634775.1	1
GCF_019634815.1	2
GCF_019634845.1	2
GCF_019635455.1	1
GCF_019635465.1	3
GCF_019635515.1	1
GCF_019636075.1	1
GCF_019645835.1	2
GCF_019645855.1	1
GCF_019655435.1	1
GCF_019655855.2	1
GCF_019656335.1	1
GCF_019656455.1	3
GCF_019665765.1	4
GCF_019665785.1	3
GCF_019668465.1	1
GCF_019679455.1	2
GCF_019679475.1	1
GCF_019689535.1	1
GCF_019695415.1	1
GCF_019703835.1	2
GCF_019711565.1	1
GCF_019719005.1	1
GCF_019720915.1	1
GCF_019722725.1	1
GCF_019733355.1	1
GCF_019733395.1	1
GCF_019737615.1	1
GCF_019740315.1	2
GCF_019744875.1	2
GCF_019745455.1	2
GCF_019746015.1	1
GCF_019746665.1	2
GCF_019748365.1	1
GCF_019749255.1	1
GCF_019749955.1	2
GCF_019750675.1	2
GCF_019753045.1	3
GCF_019793235.1	2
GCF_019795295.1	3
GCF_019797745.1	1
GCF_019797865.1	1
GCF_019798305.1	1
GCF_019799945.1	3
GCF_019800005.1	3
GCF_019801145.1	1
GCF_019801175.1	1
GCF_019801465.1	2
GCF_019801605.1	1
GCF_019801965.1	1
GCF_019802055.1	2
GCF_019802085.1	1
GCF_019802125.1	2
GCF_019802205.1	1
GCF_019802285.1	1
GCF_019802345.1	3
GCF_019823065.1	1
GCF_019879105.1	1
GCF_019880385.1	2
GCF_019880555.1	1
GCF_019880585.1	1
GCF_019884785.1	2
GCF_019900845.1	1
GCF_019903425.1	1
GCF_019904295.1	1
GCF_019930585.1	1
GCF_019931215.1	1
GCF_019931575.1	1
GCF_019931675.1	1
GCF_019931755.1	1
GCF_019933155.2	1
GCF_019955895.1	2
GCF_019956415.1	2
GCF_019956555.1	1
GCF_019966495.1	3
GCF_019966515.1	1
GCF_019966535.1	1
GCF_019966545.1	2
GCF_019966575.1	1
GCF_019966595.1	2
GCF_019968905.1	1
GCF_019973615.1	3
GCF_019991125.1	1
GCF_020037125.1	2
GCF_020037475.1	1
GCF_020042665.1	1
GCF_020055635.1	1
GCF_020055675.1	1
GCF_020073815.1	1
GCF_020075495.1	2
GCF_020089865.1	3
GCF_020092905.1	1
GCF_020102855.1	1
GCF_020103695.1	1
GCF_020103725.1	1
GCF_020131355.1	2
GCF_020141465.1	1
GCF_020148005.1	1
GCF_020151015.1	1
GCF_020162115.1	2
GCF_020164435.1	1
GCF_020164455.1	1
GCF_020164475.1	1
GCF_020164745.1	4
GCF_020164955.1	2
GCF_020165195.1	3
GCF_020165495.1	1
GCF_020165855.1	1
GCF_020166105.1	2
GCF_020171315.1	1
GCF_020171625.1	1
GCF_020171945.1	1
GCF_020172085.1	1
GCF_020172685.2	1
GCF_020176715.1	1
GCF_020177055.1	1
GCF_020177265.1	1
GCF_020177335.1	1
GCF_020177575.1	1
GCF_020177595.1	1
GCF_020179405.1	1
GCF_020179475.1	1
GCF_020179755.1	3
GCF_020181635.2	1
GCF_020194175.1	6
GCF_020217485.1	1
GCF_020245945.1	1
GCF_020252395.1	1
GCF_020252405.1	1
GCF_020253525.1	1
GCF_020320395.1	1
GCF_020329435.1	4
GCF_020329485.1	4
GCF_020329495.1	6
GCF_020329505.1	2
GCF_020387415.1	3
GCF_020404405.1	1
GCF_020405205.1	1
GCF_020405225.1	1
GCF_020442045.1	2
GCF_020447205.1	1
GCF_020447305.1	1
GCF_020510425.1	2
GCF_020510445.1	3
GCF_020510525.1	1
GCF_020510565.1	3
GCF_020510585.1	4
GCF_020510625.1	2
GCF_020510665.1	3
GCF_020510685.1	3
GCF_020510705.1	2
GCF_020511115.1	1
GCF_020515625.1	1
GCF_020519665.1	2
GCF_020520285.1	1
GCF_020523605.1	6
GCF_020523795.1	3
GCF_020523825.1	3
GCF_020524045.1	1
GCF_020524285.1	1
GCF_020524325.1	1
GCF_020524345.1	1
GCF_020524485.1	2
GCF_020524585.1	1
GCF_020529025.1	1
GCF_020531905.1	2
GCF_020531945.1	1
GCF_020531965.1	1
GCF_020532555.1	2
GCF_020535245.1	1
GCF_020539505.1	1
GCF_020539525.1	1
GCF_020544405.1	1
GCF_020544465.1	2
GCF_020567525.1	1
GCF_020567705.1	2
GCF_020594515.1	2
GCF_020595095.1	1
GCF_020615385.1	1
GCF_020616155.1	3
GCF_020616515.1	3
GCF_020618415.1	5
GCF_020618775.1	2
GCF_020621385.1	2
GCF_020622265.1	4
GCF_020622345.1	1
GCF_020627745.1	1
GCF_020630935.1	1
GCF_020662345.1	2
GCF_020667835.1	1
GCF_020667845.1	1
GCF_020667895.1	1
GCF_020687695.1	2
GCF_020707215.1	2
GCF_020707265.1	2
GCF_020708045.1	1
GCF_020731415.2	1
GCF_020782245.1	1
GCF_020831365.1	3
GCF_020831405.1	3
GCF_020852195.1	1
GCF_020857975.1	1
GCF_020858115.1	3
GCF_020866845.1	2
GCF_020866965.1	1
GCF_020880815.1	4
GCF_020880995.1	3
GCF_020881035.1	3
GCF_020883455.1	2
GCF_020883495.1	1
GCF_020889685.1	5
GCF_020889705.1	6
GCF_020889785.1	5
GCF_020985305.1	1
GCF_020990385.1	2
GCF_020991065.1	1
GCF_020991085.1	3
GCF_020991325.1	2
GCF_021018765.1	1
GCF_021021435.1	1
GCF_021026195.1	2
GCF_021026295.1	1
GCF_021026315.1	1
GCF_021026335.1	1
GCF_021028955.1	2
GCF_021029445.1	1
GCF_021043375.1	1
GCF_021044685.1	3
GCF_021049305.1	3
GCF_021083185.1	2
GCF_021088345.1	3
GCF_021117275.1	2
GCF_021117295.1	2
GCF_021117365.1	1
GCF_021117385.1	1
GCF_021117405.1	1
GCF_021129175.1	3
GCF_021129195.1	2
GCF_021147775.1	1
GCF_021147825.1	1
GCF_021165955.1	3
GCF_021166585.1	1
GCF_021166635.1	1
GCF_021172045.1	1
GCF_021173085.1	4
GCF_021184025.1	1
GCF_021191595.1	2
GCF_021191695.1	2
GCF_021227995.1	2
GCF_021233355.1	2
GCF_021234875.1	1
GCF_021266465.1	2
GCF_021271205.1	1
GCF_021272185.1	1
GCF_021283305.1	1
GCF_021283545.2	1
GCF_021284765.1	1
GCF_021287045.1	1
GCF_021287135.1	3
GCF_021290925.1	1
GCF_021295315.1	1
GCF_021295345.1	1
GCF_021325795.1	1
GCF_021341665.1	2
GCF_021343995.1	2
GCF_021344005.1	7
GCF_021352225.1	2
GCF_021353235.1	4
GCF_021353265.1	4
GCF_021375795.1	1
GCF_021379005.1	2
GCF_021390155.1	1
GCF_021390245.1	2
GCF_021390325.1	1
GCF_021390435.2	1
GCF_021390495.1	3
GCF_021390575.1	4
GCF_021390595.1	6
GCF_021390635.1	8
GCF_021390645.1	10
GCF_021390675.1	1
GCF_021391395.1	2
GCF_021391495.1	2
GCF_021398735.1	1
GCF_021401125.1	3
GCF_021401135.1	2
GCF_021401245.1	2
GCF_021403115.1	1
GCF_021404305.1	1
GCF_021404405.1	2
GCF_021404465.1	1
GCF_021404545.1	3
GCF_021412585.1	2
GCF_021432065.1	2
GCF_021441885.1	2
GCF_021458635.1	6
GCF_021483755.1	5
GCF_021491355.1	2
GCF_021491915.1	2
GCF_021495345.1	1
GCF_021502575.1	3
GCF_021502585.1	1
GCF_021513175.1	1
GCF_021530565.1	1
GCF_021532615.1	1
GCF_021532625.1	1
GCF_021545785.1	1
GCF_021545845.1	2
GCF_021556395.1	3
GCF_021556475.1	1
GCF_021556615.1	1
GCF_021560175.1	1
GCF_021568905.1	1
GCF_021601385.1	1
GCF_021601625.1	1
GCF_021602025.1	1
GCF_021602155.1	1
GCF_021602345.1	1
GCF_021602585.1	1
GCF_021603585.1	1
GCF_021603645.1	1
GCF_021604585.1	1
GCF_021631985.1	1
GCF_021648825.1	2
GCF_021648885.1	2
GCF_021653975.1	2
GCF_021653995.1	2
GCF_021654135.1	2
GCF_021654165.1	1
GCF_021654285.1	1
GCF_021654575.1	1
GCF_021698975.1	2
GCF_021699055.1	2
GCF_021725675.1	2
GCF_021728395.1	1
GCF_021729845.1	2
GCF_021729865.1	3
GCF_021730435.1	3
GCF_021730615.1	2
GCF_021731785.1	2
GCF_021735925.1	1
GCF_021735935.1	1
GCF_021738805.1	1
GCF_021738965.1	1
GCF_021768455.1	3
GCF_021852965.1	1
GCF_021864505.1	3
GCF_021991875.1	1
GCF_021991925.1	1
GCF_022009635.1	2
GCF_022012295.1	6
GCF_022012305.1	3
GCF_022012445.1	2
GCF_022012485.1	8
GCF_022014495.1	2
GCF_022023855.1	3
GCF_022024275.1	1
GCF_022049065.2	1
GCF_022059845.1	2
GCF_022095615.2	3
GCF_022096995.1	1
GCF_022129445.1	2
GCF_022132145.1	1
GCF_022138605.1	4
GCF_022170785.1	1
GCF_022179065.1	1
GCF_022179085.1	1
GCF_022179125.1	1
GCF_022179185.1	3
GCF_022179225.1	1
GCF_022179245.1	3
GCF_022179285.1	5
GCF_022179305.1	2
GCF_022179325.1	5
GCF_022179345.1	3
GCF_022179385.1	5
GCF_022179445.1	2
GCF_022179465.1	2
GCF_022179525.1	2
GCF_022179645.1	1
GCF_022179685.1	1
GCF_022179725.1	2
GCF_022179745.1	3
GCF_022179765.1	3
GCF_022179805.1	6
GCF_022213065.1	6
GCF_022227785.1	1
GCF_022267325.1	1
GCF_022271405.1	1
GCF_022321465.1	1
GCF_022341425.1	1
GCF_022343555.1	1
GCF_022346925.1	1
GCF_022347545.1	1
GCF_022347565.1	2
GCF_022347685.1	1
GCF_022347725.1	1
GCF_022347765.1	1
GCF_022347785.1	1
GCF_022348085.1	1
GCF_022348165.1	2
GCF_022348185.1	1
GCF_022370635.2	1
GCF_022370755.2	2
GCF_022374895.2	1
GCF_022394535.1	2
GCF_022405695.1	1
GCF_022406875.1	1
GCF_022419185.1	1
GCF_022436705.1	1
GCF_022449185.1	2
GCF_022487945.1	3
GCF_022489065.1	1
GCF_022524485.1	2
GCF_022533585.1	1
GCF_022539275.1	1
GCF_022539405.1	1
GCF_022549225.1	4
GCF_022549355.1	2
GCF_022549495.1	2
GCF_022557175.1	1
GCF_022559625.1	2
GCF_022565665.1	1
GCF_022568775.1	1
GCF_022568815.1	3
GCF_022601675.1	2
GCF_022601685.1	2
GCF_022601735.1	1
GCF_022601895.1	2
GCF_022603395.1	1
GCF_022637415.1	1
GCF_022646885.1	1
GCF_022654015.1	1
GCF_022662305.1	2
GCF_022662375.1	1
GCF_022662475.1	1
GCF_022662495.1	1
GCF_022662575.1	1
GCF_022663115.1	2
GCF_022663535.1	2
GCF_022664395.1	2
GCF_022664435.1	2
GCF_022664465.1	2
GCF_022664535.1	1
GCF_022678485.1	1
GCF_022678645.1	4
GCF_022682305.1	1
GCF_022695515.1	1
GCF_022701295.1	1
GCF_022750545.1	1
GCF_022750635.1	1
GCF_022758885.1	1
GCF_022760755.1	4
GCF_022760965.1	3
GCF_022760995.1	2
GCF_022761115.1	2
GCF_022761125.1	2
GCF_022763245.1	1
GCF_022763305.1	1
GCF_022763345.1	2
GCF_022763525.1	1
GCF_022788655.1	1
GCF_022788695.1	2
GCF_022788715.1	1
GCF_022790535.1	1
GCF_022807995.1	1
GCF_022808595.1	1
GCF_022808855.1	3
GCF_022809125.1	4
GCF_022809715.1	6
GCF_022811525.1	1
GCF_022811845.1	2
GCF_022811925.1	1
GCF_022814865.1	2
GCF_022818885.1	2
GCF_022825805.1	1
GCF_022829285.1	1
GCF_022829295.1	2
GCF_022829345.1	2
GCF_022829365.1	3
GCF_022829385.1	4
GCF_022829405.1	2
GCF_022829445.1	2
GCF_022829515.1	2
GCF_022829545.1	2
GCF_022829585.1	2
GCF_022829605.1	2
GCF_022829635.1	2
GCF_022829685.1	2
GCF_022829725.1	2
GCF_022832375.1	2
GCF_022832385.1	1
GCF_022832435.1	2
GCF_022835695.1	5
GCF_022836495.1	1
GCF_022836805.1	1
GCF_022836935.1	2
GCF_022842145.1	1
GCF_022842375.1	1
GCF_022843985.1	1
GCF_022844385.1	3
GCF_022844445.1	1
GCF_022844465.1	2
GCF_022846615.1	5
GCF_022865125.1	2
GCF_022867865.1	1
GCF_022869805.1	2
GCF_022878925.1	1
GCF_022879575.1	2
GCF_022879595.1	4
GCF_022899355.1	1
GCF_022919075.1	1
GCF_022952855.1	1
GCF_022965755.1	2
GCF_022968135.1	2
GCF_023008405.1	3
GCF_023008545.1	1
GCF_023015625.1	1
GCF_023015695.1	1
GCF_023015885.1	1
GCF_023015985.1	1
GCF_023016005.1	1
GCF_023016045.1	1
GCF_023016085.1	1
GCF_023016115.1	2
GCF_023016155.1	1
GCF_023016265.1	2
GCF_023016525.1	2
