accession	type	length
GCF_040296905.1|NZ_JBEOYC010000014.1_32	SP	328
GCF_040296945.1|NZ_JBEOYE010000114.1_9	SP	348
GCF_040297005.1|NZ_JBEOYI010000047.1_13	SP	330
GCF_040297105.1|NZ_JBEOYM010000004.1_52	SP	441
GCF_040297105.1|NZ_JBEOYM010000097.1_16	SP	494
GCF_040297145.1|NZ_JBEOYS010000017.1_93	SP	492
GCF_040297265.1|NZ_JBEOYU010000026.1_47	SP	339
GCF_040297345.1|NZ_JBEOYZ010000048.1_39	SP	489
GCF_040298565.1|NZ_JBEPAK010000015.1_32	SP	502
GCF_040298625.1|NZ_JBEPAL010000009.1_152	SP	513
GCF_040298665.1|NZ_JBEPAP010000088.1_12	SP	491
GCF_040298885.1|NZ_JBEPBA010000016.1_144	SP	329
GCF_040298985.1|NZ_JBEPBF010000035.1_32	SP	339
GCF_040298985.1|NZ_JBEPBF010000043.1_30	SP	496
GCF_040299205.1|NZ_JBEPBM010000001.1_135	SP	440
GCF_040299265.1|NZ_JBEPBT010000015.1_5	SP	513
GCF_040299265.1|NZ_JBEPBT010000062.1_14	SP	431
GCF_040300025.1|NZ_JBEPDB010000015.1_103	LIPO	345
GCF_040300525.1|NZ_JBEPDU010000001.1_231	SP	321
GCF_040300725.1|NZ_JBEPEH010000004.1_348	SP	431
GCF_040300725.1|NZ_JBEPEH010000006.1_127	LIPO	345
GCF_040300725.1|NZ_JBEPEH010000016.1_176	SP	410
GCF_040300725.1|NZ_JBEPEH010000080.1_18	SP	459
GCF_040300965.1|NZ_JBEPEW010000006.1_96	SP	344
GCF_040300965.1|NZ_JBEPEW010000043.1_9	SP	427
GCF_040301705.1|NZ_JBEPFC010000125.1_19	SP	326
GCF_040301825.1|NZ_JBEPFG010000003.1_551	SP	401
GCF_040301945.1|NZ_JBEPFO010000024.1_21	SP	341
GCF_040301965.1|NZ_JBEPFN010000009.1_59	SP	440
GCF_040302125.1|NZ_JBEORF010000002.1_3	SP	420
GCF_040302165.1|NZ_JBEORH010000023.1_3	SP	420
GCF_040302185.1|NZ_JBEORJ010000001.1_110	SP	445
GCF_040302185.1|NZ_JBEORJ010000009.1_263	SP	406
GCF_040302345.1|NZ_JBEORR010000001.1_365	SP	452
GCF_040302345.1|NZ_JBEORR010000020.1_2	SP	447
GCF_040302465.1|NZ_JBEORU010000004.1_124	SP	406
GCF_040302465.1|NZ_JBEORU010000016.1_94	LIPO	313
GCF_040302465.1|NZ_JBEORU010000032.1_58	LIPO	296
GCF_040302565.1|NZ_JBEORW010000007.1_116	LIPO	334
GCF_040302585.1|NZ_JBEOUS010000004.1_435	SP	434
GCF_040302625.1|NZ_JBEOSA010000053.1_11	SP	498
GCF_040302665.1|NZ_JBEORY010000002.1_49	SP	507
GCF_040302705.1|NZ_JBEOSB010000012.1_28	SP	328
GCF_040302705.1|NZ_JBEOSB010000046.1_4	SP	340
GCF_040302725.1|NZ_JBEOSF010000001.1_98	SP	518
GCF_040302845.1|NZ_JBEOSI010000002.1_547	SP	494
GCF_040303045.1|NZ_JBEOUW010000005.1_210	SP	504
GCF_040303145.1|NZ_JBEOST010000008.1_54	SP	499
GCF_040303205.1|NZ_JBEOSY010000003.1_367	SP	442
GCF_040303245.1|NZ_JBEOSV010000018.1_70	SP	496
GCF_040303825.1|NZ_JBEOTZ010000025.1_49	SP	495
GCF_040303825.1|NZ_JBEOTZ010000028.1_101	SP	438
GCF_040304075.1|NZ_JBEOUL010000016.1_151	SP	344
GCF_040327995.1|NZ_JBEPIJ010000001.1_359	LIPO	306
GCF_040327995.1|NZ_JBEPIJ010000027.1_36	SP	313
GCF_040361885.1|NZ_BAABRN010000029.1_38	LIPO	335
GCF_040362745.1|NZ_BAABWO010000002.1_152	SP	324
GCF_040362745.1|NZ_BAABWO010000002.1_186	SP	685
GCF_040366405.1|NZ_BAABWF010000001.1_691	SP	677
GCF_040372165.1|NZ_BAABWG010000003.1_202	LIPO	319
GCF_040426375.1|NZ_JBEOTD010000059.1_18	SP	423
GCF_040427945.1|NZ_JBEPDR010000010.1_224	SP	327
GCF_040446465.1|NZ_JBEAAJ010000012.1_250	SP	326
GCF_040446465.1|NZ_JBEAAJ010000014.1_94	SP	439
GCF_040500525.1|NZ_CP159402.1_707	SP	371
GCF_040514055.1|NZ_JBEVDL010000011.1_59	SP	284
GCF_040518285.1|NZ_CP155449.1_2371	SP	407
GCF_040529335.1|NZ_CP159534.1_7238	SP	330
GCF_040530035.1|NZ_JBEWCD010000002.1_684	SP	339
GCF_040547115.1|NZ_JBEPPC010000009.1_103	SP	396
GCF_040548375.1|NZ_JBEPRN010000008.1_131	SP	302
GCF_040548735.1|NZ_JBEPSD010000001.1_247	LIPO	346
GCF_040548875.1|NZ_JBEPSJ010000001.1_470	LIPO	310
GCF_040560175.1|NZ_JARJHW010000307.1_2	SP	503
GCF_040581415.1|NZ_CP114014.1_633	SP	291
GCF_040581415.1|NZ_CP114014.1_1955	SP	424
GCF_040605375.1|NZ_JBEXCR010000011.1_248	SP	430
GCF_040605375.1|NZ_JBEXCR010000023.1_76	SP	328
GCF_040605395.1|NZ_JBEXCS010000017.1_31	SP	440
GCF_040605415.1|NZ_JBEXCU010000003.1_535	SP	444
GCF_040605435.1|NZ_JBEXCW010000017.1_58	SP	439
GCF_040605435.1|NZ_JBEXCW010000031.1_1	SP	327
GCF_040605515.1|NZ_JBEXCY010000005.1_13	SP	407
GCF_040605515.1|NZ_JBEXCY010000049.1_39	SP	433
GCF_040605515.1|NZ_JBEXCY010000106.1_37	LIPO	271
GCF_040605575.1|NZ_JBEXDB010000001.1_240	SP	494
GCF_040605575.1|NZ_JBEXDB010000003.1_247	SP	441
GCF_040605635.1|NZ_JBEXDG010000014.1_122	SP	405
GCF_040605635.1|NZ_JBEXDG010000033.1_78	SP	444
GCF_040605635.1|NZ_JBEXDG010000095.1_18	SP	344
GCF_040605815.1|NZ_JBEXDN010000037.1_30	SP	493
GCF_040606035.1|NZ_JBEXEA010000084.1_2	SP	435
GCF_040606075.1|NZ_JBEXEC010000001.1_52	SP	327
GCF_040606075.1|NZ_JBEXEC010000018.1_119	SP	437
GCF_040606085.1|NZ_JBEXDZ010000059.1_32	SP	426
GCF_040606085.1|NZ_JBEXDZ010000084.1_8	SP	327
GCF_040606315.1|NZ_JBEXEP010000005.1_47	TAT	353
GCF_040606445.1|NZ_JBEXEX010000008.1_170	SP	487
GCF_040606575.1|NZ_JBEXFB010000001.1_418	SP	431
GCF_040606575.1|NZ_JBEXFB010000001.1_492	SP	506
GCF_040606825.1|NZ_JBEXFP010000010.1_107	LIPO	295
GCF_040606825.1|NZ_JBEXFP010000082.1_11	SP	403
GCF_040607125.1|NZ_JBEXGC010000002.1_212	SP	434
GCF_040607335.1|NZ_JBEXGM010000019.1_9	SP	431
GCF_040607345.1|NZ_JBEXGN010000008.1_62	SP	489
GCF_040607375.1|NZ_JBEXGP010000021.1_102	SP	416
GCF_040607415.1|NZ_JBEXGR010000004.1_137	LIPO	297
GCF_040607415.1|NZ_JBEXGR010000018.1_115	SP	416
GCF_040607635.1|NZ_JBEXHD010000022.1_16	SP	329
GCF_040607635.1|NZ_JBEXHD010000162.1_3	SP	437
GCF_040607775.1|NZ_JBEXHJ010000003.1_354	SP	412
GCF_040607775.1|NZ_JBEXHJ010000009.1_256	SP	447
GCF_040607895.1|NZ_JBEXHP010000009.1_118	SP	445
GCF_040607895.1|NZ_JBEXHP010000096.1_9	SP	412
GCF_040607915.1|NZ_JBEXHQ010000029.1_85	SP	452
GCF_040607915.1|NZ_JBEXHQ010000050.1_34	SP	418
GCF_040608175.1|NZ_JBEXHU010000002.1_132	LIPO	314
GCF_040608175.1|NZ_JBEXHU010000009.1_257	SP	406
GCF_040608395.1|NZ_JBEXID010000020.1_43	SP	492
GCF_040608495.1|NZ_JBEXIJ010000015.1_149	SP	418
GCF_040608495.1|NZ_JBEXIJ010000048.1_31	SP	450
GCF_040608575.1|NZ_JBEXIM010000009.1_170	SP	412
GCF_040608575.1|NZ_JBEXIM010000028.1_4	SP	445
GCF_040609015.1|NZ_JBEXJI010000025.1_48	LIPO	315
GCF_040609095.1|NZ_JBEXJK010000263.1_4	SP	491
GCF_040609115.1|NZ_JBEXJN010000069.1_16	SP	450
GCF_040609115.1|NZ_JBEXJN010000103.1_12	SP	405
GCF_040609235.1|NZ_JBEXJR010000001.1_874	LIPO	308
GCF_040609555.1|NZ_JBEXKG010000126.1_19	SP	415
GCF_040609695.1|NZ_JBEXKX010000005.1_234	SP	460
GCF_040609695.1|NZ_JBEXKX010000015.1_81	SP	399
GCF_040609695.1|NZ_JBEXKX010000015.1_136	SP	744
GCF_040609975.1|NZ_JBEXLM010000002.1_14	SP	409
GCF_040610035.1|NZ_JBEXLP010000017.1_82	SP	435
GCF_040610055.1|NZ_JBEXLS010000005.1_390	SP	429
GCF_040610055.1|NZ_JBEXLS010000009.1_149	SP	323
GCF_040610095.1|NZ_JBEXLR010000052.1_41	SP	345
GCF_040610095.1|NZ_JBEXLR010000089.1_9	SP	403
GCF_040610675.1|NZ_JBEXMT010000032.1_67	SP	318
GCF_040610735.1|NZ_JBEXMV010000013.1_102	SP	456
GCF_040610935.1|NZ_JBEXNC010000001.1_211	SP	738
GCF_040610935.1|NZ_JBEXNC010000008.1_283	SP	409
GCF_040610935.1|NZ_JBEXNC010000016.1_26	SP	443
GCF_040611155.1|NZ_JBEXNQ010000010.1_171	LIPO	339
GCF_040611155.1|NZ_JBEXNQ010000017.1_32	SP	516
GCF_040611155.1|NZ_JBEXNQ010000026.1_2	LIPO	306
GCF_040611175.1|NZ_JBEXNO010000051.1_25	SP	421
GCF_040611295.1|NZ_JBEXNW010000003.1_33	SP	492
GCF_040611475.1|NZ_JBEXOH010000005.1_181	SP	507
GCF_040611535.1|NZ_JBEXON010000009.1_39	SP	439
GCF_040611535.1|NZ_JBEXON010000032.1_37	SP	488
GCF_040611555.1|NZ_JBEXOM010000017.1_35	SP	439
GCF_040611555.1|NZ_JBEXOM010000020.1_105	SP	495
GCF_040611575.1|NZ_JBEXOP010000014.1_98	SP	444
GCF_040611655.1|NZ_JBEXOS010000024.1_56	SP	329
GCF_040611735.1|NZ_JBEXOW010000006.1_262	SP	443
GCF_040611735.1|NZ_JBEXOW010000021.1_19	SP	499
GCF_040611875.1|NZ_JBEXPD010000001.1_645	SP	490
GCF_040611955.1|NZ_JBEXPH010000076.1_6	SP	490
GCF_040611995.1|NZ_JBEXPJ010000024.1_79	SP	405
GCF_040612515.1|NZ_JBEXQJ010000021.1_120	SP	495
GCF_040612535.1|NZ_JBEXQK010000008.1_77	SP	410
GCF_040612795.1|NZ_JBEXQX010000005.1_11	SP	432
GCF_040612795.1|NZ_JBEXQX010000020.1_72	SP	495
GCF_040612855.1|NZ_JBEXRA010000021.1_34	SP	436
GCF_040613055.1|NZ_JBEXRI010000004.1_192	SP	427
GCF_040613075.1|NZ_JBEXRL010000007.1_112	SP	414
GCF_040613175.1|NZ_JBEXRR010000034.1_16	SP	420
GCF_040613235.1|NZ_JBEXRT010000001.1_137	SP	496
GCF_040613255.1|NZ_JBEXRU010000073.1_26	SP	492
GCF_040613275.1|NZ_JBEXRV010000011.1_121	SP	499
GCF_040613325.1|NZ_JBEXRZ010000023.1_20	SP	506
GCF_040613355.1|NZ_JBEXRY010000007.1_111	SP	513
GCF_040613435.1|NZ_JBEXSC010000033.1_38	SP	440
GCF_040613495.1|NZ_JBEXSD010000030.1_21	SP	420
GCF_040613535.1|NZ_JBEXSJ010000005.1_249	SP	446
GCF_040614455.1|NZ_JBEXUS010000112.1_15	SP	354
GCF_040628575.1|NZ_JBEXZD010000015.1_76	SP	437
GCF_040628575.1|NZ_JBEXZD010000077.1_25	SP	489
GCF_040628695.1|NZ_JBEXTL010000014.1_149	SP	440
GCF_040628835.1|NZ_JBEXTV010000027.1_41	SP	505
GCF_040629195.1|NZ_JBEXUZ010000154.1_3	SP	289
GCF_040629405.1|NZ_JBEXVQ010000011.1_139	SP	405
GCF_040629405.1|NZ_JBEXVQ010000013.1_121	SP	309
GCF_040629555.1|NZ_JBEXVX010000036.1_37	SP	327
GCF_040629555.1|NZ_JBEXVX010000091.1_26	SP	445
GCF_040629635.1|NZ_JBEXWC010000028.1_32	SP	332
GCF_040629635.1|NZ_JBEXWC010000029.1_28	SP	348
GCF_040629645.1|NZ_JBEXWB010000311.1_3	SP	497
GCF_040629715.1|NZ_JBEXWF010000004.1_37	SP	418
GCF_040629715.1|NZ_JBEXWF010000033.1_39	SP	438
GCF_040629795.1|NZ_JBEXWM010000015.1_98	SP	443
GCF_040629895.1|NZ_JBEXWP010000009.1_80	SP	489
GCF_040629945.1|NZ_JBEXWT010000024.1_84	SP	488
GCF_040629975.1|NZ_JBEXWS010000009.1_10	SP	434
GCF_040630175.1|NZ_JBEXXC010000001.1_436	LIPO	315
GCF_040630255.1|NZ_JBEXXE010000006.1_215	SP	434
GCF_040630405.1|NZ_JBEXXK010000014.1_83	SP	331
GCF_040630405.1|NZ_JBEXXK010000022.1_149	SP	347
GCF_040630405.1|NZ_JBEXXK010000032.1_96	SP	434
GCF_040630435.1|NZ_JBEXXO010000027.1_33	SP	501
GCF_040630445.1|NZ_JBEXXN010000052.1_47	SP	501
GCF_040630495.1|NZ_JBEXXT010000006.1_146	SP	496
GCF_040630615.1|NZ_JBEXXY010000001.1_84	SP	431
GCF_040630635.1|NZ_JBEXXX010000005.1_204	SP	494
GCF_040630635.1|NZ_JBEXXX010000012.1_86	SP	451
GCF_040630995.1|NZ_JBEXYP010000007.1_215	SP	415
GCF_040630995.1|NZ_JBEXYP010000010.1_63	SP	445
GCF_040631615.1|NZ_JBEYAJ010000014.1_112	SP	449
GCF_040632905.1|NZ_JBEYCQ010000001.1_190	SP	418
GCF_040632975.1|NZ_JBEYCX010000006.1_123	SP	418
GCF_040633255.1|NZ_JBEYDI010000002.1_59	SP	437
GCF_040633715.1|NZ_JBEYEA010000010.1_47	SP	511
GCF_040634005.1|NZ_JBEYER010000001.1_155	SP	438
GCF_040634005.1|NZ_JBEYER010000020.1_67	SP	398
GCF_040634175.1|NZ_JBEYFC010000035.1_10	SP	424
GCF_040635175.1|NZ_JBEYHH010000015.1_107	SP	436
GCF_040635175.1|NZ_JBEYHH010000036.1_39	SP	324
GCF_040635655.1|NZ_JBEYIF010000008.1_69	SP	524
GCF_040635885.1|NZ_JBEYLC010000020.1_3	SP	410
GCF_040636055.1|NZ_JBEYIX010000004.1_77	SP	334
GCF_040636055.1|NZ_JBEYIX010000008.1_8	SP	402
GCF_040636055.1|NZ_JBEYIX010000045.1_14	SP	443
GCF_040636055.1|NZ_JBEYIX010000052.1_28	LIPO	314
GCF_040636125.1|NZ_JBEYJD010000011.1_78	SP	784
GCF_040636125.1|NZ_JBEYJD010000032.1_63	SP	485
GCF_040636485.1|NZ_JBEZUP010000014.1_198	SP	451
GCF_040636485.1|NZ_JBEZUP010000029.1_28	SP	432
GCF_040636595.1|NZ_JBEZUT010000287.1_6	SP	493
GCF_040636795.1|NZ_JBEZVC010000006.1_96	SP	441
GCF_040636935.1|NZ_JBEZVJ010000006.1_266	SP	497
GCF_040636935.1|NZ_JBEZVJ010000016.1_93	LIPO	345
GCF_040637405.1|NZ_JBEZWE010000016.1_49	SP	512
GCF_040637495.1|NZ_JBEZWN010000008.1_69	SP	454
GCF_040638135.1|NZ_JBEZXR010000045.1_18	SP	332
GCF_040638175.1|NZ_JBEZXU010000015.1_147	SP	443
GCF_040638175.1|NZ_JBEZXU010000047.1_31	LIPO	305
GCF_040638275.1|NZ_JBEZXZ010000096.1_33	SP	437
GCF_040638275.1|NZ_JBEZXZ010000121.1_18	SP	467
GCF_040638285.1|NZ_JBEZYB010000012.1_99	SP	748
GCF_040638285.1|NZ_JBEZYB010000029.1_27	SP	401
GCF_040638295.1|NZ_JBEZYA010000046.1_37	SP	451
GCF_040638805.1|NZ_JBEXVL010000003.1_273	SP	328
GCF_040638955.1|NZ_JBEZZB010000074.1_18	SP	404
GCF_040638955.1|NZ_JBEZZB010000079.1_26	LIPO	282
GCF_040639095.1|NZ_JBEZZJ010000006.1_107	SP	405
GCF_040639095.1|NZ_JBEZZJ010000008.1_142	SP	445
GCF_040639135.1|NZ_JBEZZK010000002.1_2	SP	408
GCF_040639135.1|NZ_JBEZZK010000023.1_36	SP	451
GCF_040639195.1|NZ_JBEZZN010000002.1_6	SP	361
GCF_040639195.1|NZ_JBEZZN010000004.1_220	SP	408
GCF_040639195.1|NZ_JBEZZN010000006.1_266	SP	438
GCF_040639195.1|NZ_JBEZZN010000016.1_11	SP	345
GCF_040639325.1|NZ_JBEZZR010000071.1_10	SP	436
GCF_040639415.1|NZ_JBEZZW010000002.1_50	SP	291
GCF_040639415.1|NZ_JBEZZW010000010.1_21	SP	452
GCF_040639415.1|NZ_JBEZZW010000061.1_14	SP	410
GCF_040639495.1|NZ_JBEZZZ010000005.1_196	SP	289
GCF_040639495.1|NZ_JBEZZZ010000012.1_95	SP	347
GCF_040639495.1|NZ_JBEZZZ010000017.1_6	SP	405
GCF_040639555.1|NZ_JBFAAD010000001.1_157	SP	351
GCF_040639655.1|NZ_JBFAAI010000009.1_11	LIPO	292
GCF_040639655.1|NZ_JBFAAI010000016.1_130	SP	400
GCF_040639655.1|NZ_JBFAAI010000020.1_144	SP	443
GCF_040639695.1|NZ_JBFAAJ010000019.1_72	SP	318
GCF_040639815.1|NZ_JBFAAP010000005.1_178	SP	358
GCF_040639855.1|NZ_JBFAAR010000010.1_95	SP	441
GCF_040639995.1|NZ_JBFAAX010000011.1_12	SP	445
GCF_040640115.1|NZ_JBFABA010000008.1_172	LIPO	300
GCF_040640115.1|NZ_JBFABA010000051.1_8	SP	410
GCF_040640995.1|NZ_JBFACT010000022.1_117	SP	754
GCF_040640995.1|NZ_JBFACT010000113.1_7	SP	395
GCF_040641015.1|NZ_JBFACU010000051.1_34	SP	492
GCF_040641195.1|NZ_JBFADC010000001.1_315	SP	437
GCF_040641195.1|NZ_JBFADC010000006.1_102	SP	441
GCF_040641195.1|NZ_JBFADC010000013.1_1	SP	451
GCF_040641575.1|NZ_JBFADU010000005.1_110	SP	492
GCF_040641595.1|NZ_JBFADW010000040.1_43	SP	466
GCF_040642015.1|NZ_JBFAEO010000007.1_60	LIPO	322
GCF_040642065.1|NZ_JBFAER010000010.1_170	SP	495
GCF_040642235.1|NZ_JBFAEX010000001.1_365	SP	439
GCF_040642235.1|NZ_JBFAEX010000026.1_86	SP	312
GCF_040642975.1|NZ_JBEYTI010000011.1_94	SP	411
GCF_040642975.1|NZ_JBEYTI010000016.1_93	SP	334
GCF_040643015.1|NZ_JBEYTK010000007.1_11	SP	412
GCF_040643055.1|NZ_JBEYTM010000009.1_71	SP	491
GCF_040643285.1|NZ_JBEYUA010000031.1_28	SP	354
GCF_040643475.1|NZ_JBEYUK010000003.1_132	SP	440
GCF_040643475.1|NZ_JBEYUK010000026.1_68	SP	494
GCF_040643575.1|NZ_JBEYUP010000027.1_35	SP	350
GCF_040643685.1|NZ_JBEYUV010000041.1_2	SP	424
GCF_040643735.1|NZ_JBEYUW010000012.1_163	SP	323
GCF_040643755.1|NZ_JBEYUZ010000001.1_53	SP	329
GCF_040643815.1|NZ_JBEYVB010000007.1_229	SP	417
GCF_040643815.1|NZ_JBEYVB010000027.1_62	SP	433
GCF_040644015.1|NZ_JBEYVN010000002.1_310	SP	490
GCF_040644055.1|NZ_JBEYVO010000010.1_241	SP	438
GCF_040644055.1|NZ_JBEYVO010000025.1_51	SP	329
GCF_040644055.1|NZ_JBEYVO010000065.1_14	SP	327
GCF_040644155.1|NZ_JBEYVV010000011.1_14	SP	341
GCF_040644205.1|NZ_JBEYVY010000012.1_187	SP	434
GCF_040644455.1|NZ_JBEYWO010000007.1_173	SP	332
GCF_040644495.1|NZ_JBEYWQ010000005.1_198	SP	422
GCF_040644495.1|NZ_JBEYWQ010000037.1_26	SP	789
GCF_040644495.1|NZ_JBEYWQ010000047.1_38	SP	452
GCF_040644575.1|NZ_JBEYWV010000005.1_218	SP	420
GCF_040644575.1|NZ_JBEYWV010000012.1_130	SP	327
GCF_040644635.1|NZ_JBEYWW010000003.1_168	SP	433
GCF_040644635.1|NZ_JBEYWW010000011.1_30	SP	785
GCF_040644635.1|NZ_JBEYWW010000040.1_31	SP	455
GCF_040644655.1|NZ_JBEYWX010000013.1_124	SP	329
GCF_040644695.1|NZ_JBEYXC010000009.1_99	SP	440
GCF_040644695.1|NZ_JBEYXC010000030.1_49	SP	322
GCF_040644915.1|NZ_JBEYWZ010000002.1_261	SP	346
GCF_040644915.1|NZ_JBEYWZ010000002.1_635	SP	510
GCF_040644935.1|NZ_JBEYXB010000005.1_214	SP	439
GCF_040645015.1|NZ_JBEYXJ010000027.1_20	SP	438
GCF_040645015.1|NZ_JBEYXJ010000067.1_15	SP	418
GCF_040645135.1|NZ_JBEYXR010000027.1_22	SP	314
GCF_040645305.1|NZ_JBEYXZ010000057.1_15	SP	328
GCF_040645475.1|NZ_JBEYYJ010000003.1_283	SP	339
GCF_040645475.1|NZ_JBEYYJ010000008.1_128	SP	484
GCF_040645755.1|NZ_JBEYYU010000022.1_98	SP	330
GCF_040645755.1|NZ_JBEYYU010000090.1_10	SP	330
GCF_040645895.1|NZ_JBEYZD010000014.1_137	SP	439
GCF_040645895.1|NZ_JBEYZD010000041.1_46	SP	458
GCF_040645995.1|NZ_JBEYZJ010000013.1_32	SP	341
GCF_040646035.1|NZ_JBEYZK010000023.1_2	LIPO	305
GCF_040646655.1|NZ_JBEZAQ010000009.1_54	SP	435
GCF_040647275.1|NZ_JBEZBX010000004.1_362	SP	448
GCF_040647275.1|NZ_JBEZBX010000031.1_7	SP	407
GCF_040647335.1|NZ_JBEZBY010000001.1_752	SP	331
GCF_040647455.1|NZ_JBEZCG010000036.1_20	LIPO	305
GCF_040647715.1|NZ_JBEZCR010000009.1_319	SP	451
GCF_040648015.1|NZ_JBEZWL010000002.1_119	SP	474
GCF_040648415.1|NZ_JBEZDR010000016.1_88	SP	430
GCF_040648555.1|NZ_JBEZDY010000030.1_74	SP	437
GCF_040648555.1|NZ_JBEZDY010000035.1_35	SP	332
GCF_040648655.1|NZ_JBEZEE010000272.1_1	SP	413
GCF_040648675.1|NZ_JBEZED010000001.1_406	SP	452
GCF_040648675.1|NZ_JBEZED010000018.1_73	LIPO	341
GCF_040648675.1|NZ_JBEZED010000021.1_83	SP	418
GCF_040648675.1|NZ_JBEZED010000036.1_8	LIPO	291
GCF_040648855.1|NZ_JBEZEL010000003.1_60	SP	459
GCF_040649215.1|NZ_JBEZFA010000001.1_23	SP	452
GCF_040649215.1|NZ_JBEZFA010000004.1_111	LIPO	308
GCF_040649215.1|NZ_JBEZFA010000032.1_57	SP	412
GCF_040649295.1|NZ_JBEZFI010000010.1_141	SP	453
GCF_040649295.1|NZ_JBEZFI010000018.1_35	SP	404
GCF_040649415.1|NZ_JBEZFL010000001.1_348	SP	444
GCF_040649415.1|NZ_JBEZFL010000012.1_4	LIPO	288
GCF_040649635.1|NZ_JBEZFU010000002.1_290	SP	404
GCF_040649635.1|NZ_JBEZFU010000014.1_119	SP	429
GCF_040649675.1|NZ_JBEZFX010000004.1_245	SP	414
GCF_040649675.1|NZ_JBEZFX010000007.1_160	LIPO	297
GCF_040649715.1|NZ_JBEZGA010000002.1_287	SP	414
GCF_040649875.1|NZ_JBEZGG010000483.1_4	SP	407
GCF_040649875.1|NZ_JBEZGG010000829.1_1	SP	456
GCF_040649995.1|NZ_JBEZGM010000007.1_35	SP	445
GCF_040649995.1|NZ_JBEZGM010000050.1_12	SP	414
GCF_040650035.1|NZ_JBEZGO010000007.1_24	SP	435
GCF_040650035.1|NZ_JBEZGO010000012.1_89	SP	455
GCF_040650055.1|NZ_JBEZGN010000001.1_605	SP	416
GCF_040650055.1|NZ_JBEZGN010000012.1_60	SP	407
GCF_040650055.1|NZ_JBEZGN010000028.1_84	SP	295
GCF_040650055.1|NZ_JBEZGN010000035.1_81	LIPO	311
GCF_040650205.1|NZ_JBEZGV010000015.1_76	SP	438
GCF_040650235.1|NZ_JBEZGX010000107.1_4	SP	505
GCF_040650495.1|NZ_JBEZHJ010000002.1_170	SP	489
GCF_040650555.1|NZ_JBEZHK010000002.1_198	LIPO	338
GCF_040650635.1|NZ_JBEZHP010000015.1_127	SP	332
GCF_040650695.1|NZ_JBEZHS010000024.1_43	SP	400
GCF_040650695.1|NZ_JBEZHS010000024.1_128	SP	426
GCF_040650755.1|NZ_JBEZHV010000004.1_150	SP	517
GCF_040650755.1|NZ_JBEZHV010000015.1_1	SP	339
GCF_040650755.1|NZ_JBEZHV010000015.1_16	SP	322
GCF_040650755.1|NZ_JBEZHV010000015.1_18	SP	495
GCF_040650955.1|NZ_JBEZIJ010000005.1_130	SP	506
GCF_040651415.1|NZ_JBEZJY010000088.1_11	SP	458
GCF_040651495.1|NZ_JBEZKD010000002.1_272	SP	494
GCF_040651535.1|NZ_JBEZKG010000001.1_199	SP	435
GCF_040651615.1|NZ_JBEZKI010000041.1_73	SP	351
GCF_040651695.1|NZ_JBEZKN010000036.1_3	SP	492
GCF_040652055.1|NZ_JBEZLE010000008.1_141	SP	426
GCF_040652055.1|NZ_JBEZLE010000032.1_19	SP	493
GCF_040652135.1|NZ_JBEZLL010000007.1_221	SP	489
GCF_040652275.1|NZ_JBEZLR010000023.1_36	SP	465
GCF_040652275.1|NZ_JBEZLR010000090.1_6	SP	496
GCF_040652655.1|NZ_JBEZMO010000018.1_132	SP	414
GCF_040652735.1|NZ_JBEZMN010000001.1_304	LIPO	328
GCF_040652735.1|NZ_JBEZMN010000054.1_8	SP	499
GCF_040652795.1|NZ_JBEZMR010000001.1_349	LIPO	300
GCF_040652795.1|NZ_JBEZMR010000021.1_24	SP	433
GCF_040652795.1|NZ_JBEZMR010000033.1_45	SP	415
GCF_040652845.1|NZ_JBEZMT010000002.1_343	SP	490
GCF_040652845.1|NZ_JBEZMT010000023.1_38	SP	338
GCF_040653115.1|NZ_JBEZNH010000011.1_97	SP	424
GCF_040653115.1|NZ_JBEZNH010000065.1_20	SP	453
GCF_040653275.1|NZ_JBEZNL010000050.1_55	SP	442
GCF_040653295.1|NZ_JBEZNP010000008.1_105	SP	497
GCF_040653835.1|NZ_JBFAGS010000002.1_460	SP	448
GCF_040653835.1|NZ_JBFAGS010000033.1_10	SP	413
GCF_040653975.1|NZ_JBFAHB010000017.1_55	SP	486
GCF_040654065.1|NZ_JBFAHG010000001.1_579	LIPO	307
GCF_040654065.1|NZ_JBFAHG010000003.1_171	SP	334
GCF_040654115.1|NZ_JBFAHJ010000014.1_59	SP	445
GCF_040654115.1|NZ_JBFAHJ010000044.1_29	SP	456
GCF_040654175.1|NZ_JBFAHN010000022.1_60	SP	487
GCF_040654195.1|NZ_JBFAHM010000001.1_536	LIPO	302
GCF_040654195.1|NZ_JBFAHM010000002.1_605	SP	417
GCF_040654195.1|NZ_JBFAHM010000010.1_331	SP	447
GCF_040654195.1|NZ_JBFAHM010000011.1_335	SP	316
GCF_040654255.1|NZ_JBFAHP010000014.1_2	LIPO	306
GCF_040654255.1|NZ_JBFAHP010000018.1_79	SP	353
GCF_040654295.1|NZ_JBFAHT010000002.1_540	SP	345
GCF_040654295.1|NZ_JBFAHT010000002.1_1646	SP	341
GCF_040654295.1|NZ_JBFAHT010000004.1_770	LIPO	290
GCF_040654315.1|NZ_JBFAHS010000004.1_49	LIPO	307
GCF_040654315.1|NZ_JBFAHS010000004.1_291	SP	333
GCF_040654355.1|NZ_JBFAHW010000002.1_164	SP	462
GCF_040654375.1|NZ_JBFAHV010000019.1_126	SP	332
